otu	Andisols	Gelisols	Vertisols	Mollisols	Inceptisols	Alfisols	Ultisols	Sand,Rock,Ice	Entisols
4389529	0.0	0.0	0.0	2.0	6.0	3.0	0.0	0.0	0.0
3691753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
584176	0.0	0.0	594.0	1377.0	0.0	21.0	0.0	0.0	2.0
144589	0.0	0.0	13.0	520.0	0.0	3.0	0.0	0.0	0.0
252822	0.0	0.0	525.0	6829.0	0.0	3458.0	0.0	0.0	0.0
394796	0.0	0.0	3.0	600.0	0.0	15.0	0.0	0.0	0.0
4467400	13.0	4.0	0.0	166.0	15.0	21.0	0.0	2.0	0.0
4437318	0.0	0.0	334.0	93.0	0.0	26.0	0.0	0.0	0.0
141145	0.0	0.0	45.0	38.0	0.0	0.0	0.0	0.0	0.0
161269	0.0	0.0	116.0	23.0	0.0	0.0	0.0	0.0	0.0
4381473	0.0	0.0	319.0	1794.0	0.0	107.0	0.0	0.0	0.0
New.1.CleanUp.ReferenceOTU40941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3694331	15.0	1143.0	0.0	0.0	36.0	206.0	0.0	0.0	0.0
4457669	2.0	4.0	4.0	107.0	0.0	76.0	0.0	0.0	0.0
786067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4476862	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0
574140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
152466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
206978	0.0	2.0	2.0	0.0	0.0	7.0	0.0	0.0	0.0
10418	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
1055222	62.0	4.0	0.0	0.0	0.0	338.0	0.0	0.0	0.0
1011502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
831352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4401957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
89412	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4343902	0.0	1076.0	0.0	0.0	8.0	212.0	0.0	0.0	0.0
549891	0.0	35.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
2795129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
213971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.4.CleanUp.ReferenceOTU54250	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.4.CleanUp.ReferenceOTU56741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
New.4.CleanUp.ReferenceOTU78249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
299516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4338661	2.0	0.0	345.0	3462.0	16.0	4.0	0.0	14.0	0.0
56625	0.0	0.0	363.0	24720.0	0.0	177.0	0.0	0.0	0.0
3203828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
264913	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0
4307267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1144796	0.0	0.0	0.0	3608.0	0.0	11.0	0.0	0.0	0.0
1120835	3.0	0.0	3.0	18.0	0.0	5.0	0.0	0.0	0.0
4403866	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0
1720567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
635524	0.0	0.0	2.0	2151.0	0.0	3.0	0.0	0.0	0.0
1125065	0.0	0.0	2.0	0.0	0.0	17.0	0.0	0.0	0.0
4380901	0.0	0.0	2.0	20.0	0.0	0.0	0.0	0.0	0.0
4364814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62406	0.0	0.0	0.0	24.0	0.0	2.0	0.0	3.0	0.0
780788	0.0	0.0	0.0	9.0	0.0	4.0	0.0	0.0	0.0
61812	3.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	2.0
257203	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
338929	0.0	0.0	28.0	578.0	0.0	4.0	0.0	0.0	0.0
271644	2.0	5.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
651436	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
1143602	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
4455895	0.0	0.0	232.0	1789.0	0.0	10.0	0.0	0.0	0.0
788268	7.0	0.0	156.0	26.0	0.0	0.0	0.0	0.0	9.0
581921	0.0	0.0	3.0	278.0	0.0	0.0	0.0	0.0	0.0
1855596	0.0	0.0	15.0	2691.0	0.0	0.0	0.0	0.0	0.0
2654188	0.0	0.0	11.0	256.0	0.0	0.0	0.0	0.0	0.0
4477551	0.0	0.0	27.0	41.0	0.0	17.0	0.0	0.0	0.0
141976	0.0	0.0	0.0	300.0	0.0	0.0	0.0	0.0	0.0
4427114	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
284868	0.0	0.0	7.0	31.0	0.0	0.0	0.0	0.0	0.0
239537	0.0	0.0	17.0	2943.0	0.0	32.0	0.0	0.0	0.0
537961	2.0	0.0	3.0	440.0	0.0	5.0	0.0	0.0	0.0
4044599	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0
277094	0.0	0.0	0.0	73.0	0.0	19.0	0.0	0.0	0.0
4462654	0.0	0.0	0.0	98.0	0.0	19.0	0.0	0.0	0.0
4338984	0.0	0.0	3.0	4.0	9.0	2.0	0.0	6.0	0.0
826658	3.0	0.0	136.0	5.0	2.0	18.0	0.0	4.0	0.0
4318815	0.0	0.0	120.0	1343.0	0.0	403.0	0.0	0.0	0.0
195864	0.0	0.0	103.0	2424.0	0.0	283.0	0.0	0.0	5.0
4464495	0.0	0.0	3.0	113.0	0.0	3.0	0.0	0.0	0.0
779751	0.0	0.0	0.0	1061.0	0.0	0.0	0.0	0.0	0.0
777237	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0
3897979	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
264791	0.0	0.0	45.0	280.0	0.0	17.0	0.0	0.0	0.0
829415	0.0	0.0	230.0	9430.0	0.0	9.0	0.0	0.0	0.0
240451	0.0	0.0	107.0	552.0	0.0	4.0	0.0	0.0	0.0
4444550	0.0	0.0	0.0	6192.0	0.0	0.0	0.0	0.0	0.0
112194	0.0	4.0	262.0	123.0	0.0	0.0	0.0	0.0	0.0
4424907	0.0	0.0	123.0	157.0	0.0	6.0	0.0	0.0	0.0
152485	0.0	0.0	7.0	11.0	0.0	0.0	0.0	0.0	0.0
4411489	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0
1584967	9.0	320.0	0.0	9.0	402.0	866.0	56.0	214.0	0.0
4441266	0.0	0.0	2.0	5.0	0.0	27.0	0.0	0.0	0.0
1889810	0.0	0.0	19.0	4703.0	0.0	0.0	0.0	0.0	1.0
7920	0.0	0.0	5.0	18.0	0.0	2.0	0.0	0.0	0.0
1532107	0.0	0.0	399.0	22630.0	0.0	152.0	0.0	0.0	0.0
241895	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0
6374	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
102388	0.0	0.0	0.0	580.0	0.0	0.0	0.0	0.0	0.0
575486	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
233066	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0
572586	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
264229	0.0	0.0	9.0	8576.0	0.0	2.0	0.0	0.0	0.0
827497	0.0	0.0	818.0	1492.0	0.0	1629.0	0.0	0.0	0.0
3745352	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0
3614443	0.0	0.0	2.0	407.0	0.0	17.0	0.0	0.0	0.0
555725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
109573	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
1119053	0.0	0.0	185.0	0.0	0.0	0.0	0.0	0.0	0.0
543675	0.0	0.0	0.0	9.0	0.0	0.0	3.0	0.0	0.0
4428732	0.0	0.0	8.0	97.0	0.0	2.0	0.0	0.0	0.0
New.5.CleanUp.ReferenceOTU28452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
