SampleID	LONGITUDE	LATITUDE	COUNTRY	Soil_Order	Order_Name
KA3U.C.05.674159	-88.230357	41.840715	GAZ:United States of America	9	Mollisols
KH53.488271	-97.3895	31.0783	GAZ:United States of America	6	Vertisols
UPMain.19.20B.646917	-71.37761	42.06	GAZ:United States of America	10	Alfisols
Biofilm.A.E2.2.C.2012.733853	-156.766389	71.295556	GAZ:United States of America	1	Gelisols
KA1F.A.08.674238	-88.230357	41.841521	GAZ:United States of America	9	Mollisols
KA3F.A.21.674382	-88.230357	41.840732	GAZ:United States of America	9	Mollisols
H.2.0.660532	-155.782721	20.108034	GAZ:United States of America	4	Andisols
Soil.BE.PolygonA.Medium.Center.7.28.2012.733872	-156.766389	71.295556	GAZ:United States of America	1	Gelisols
UPSub.51.52.646870	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA2F.A.22.674074	-88.230357	41.841116	GAZ:United States of America	9	Mollisols
KA3F.D.23.674386	-88.230357	41.84073	GAZ:United States of America	9	Mollisols
UPSub.54.55.646943	-71.37761	42.06	GAZ:United States of America	10	Alfisols
UPSub.121.122.646885	-71.37761	42.06	GAZ:United States of America	10	Alfisols
UPSub.70.71.646970	-71.37761	42.06	GAZ:United States of America	10	Alfisols
TVF.Control.Loc1.D0.Rep2.414409	-145.8	64.33	GAZ:United States of America	11	Inceptisols
M.1.15.660503	-155.764218	20.123285	GAZ:United States of America	4	Andisols
KA2U.A.08.674624	-88.230357	41.841111	GAZ:United States of America	9	Mollisols
I.1.15.660515	-155.776113	20.109438	GAZ:United States of America	4	Andisols
KA1U.B.03.674622	-88.230357	41.841519	GAZ:United States of America	9	Mollisols
KH28.488276	-97.3895	31.0783	GAZ:United States of America	6	Vertisols
KA3U.A.12.674189	-88.230357	41.840733	GAZ:United States of America	9	Mollisols
UPSub.83.84.646794	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA2U.D.01.674036	-88.230357	41.841123	GAZ:United States of America	9	Mollisols
DP.51.52A.1.646689	-72.7	42.17566	GAZ:United States of America	10	Alfisols
TVF.Control.Loc3.D0.Rep3.414406	-145.8	64.33	GAZ:United States of America	11	Inceptisols
C.3.15.660551	-155.84473	20.091661	GAZ:United States of America	4	Andisols
KA2F.C.22.674650	-88.230357	41.841118	GAZ:United States of America	9	Mollisols
KA1F.E.08.674363	-88.230357	41.841518	GAZ:United States of America	9	Mollisols
KA2U.A.12.674258	-88.230357	41.841111	GAZ:United States of America	9	Mollisols
KA2U.B.03.674208	-88.230357	41.841114	GAZ:United States of America	9	Mollisols
UPMain.25.26.646760	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA3F.B.06.674390	-88.230357	41.840725	GAZ:United States of America	9	Mollisols
MW.1.15.660572	-155.772085	20.122801	GAZ:United States of America	4	Andisols
KA2F.E.23.674094	-88.230357	41.841125	GAZ:United States of America	9	Mollisols
UPSub.231.232B.646829	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA1F.E.11.674577	-88.230357	41.841518	GAZ:United States of America	9	Mollisols
O1.high0.26to0.30.647013	-156.388733	71.2466	GAZ:United States of America	1	Gelisols
Hopland.14C.BC.TP1.04.590979	-123.07	38.99	GAZ:United States of America	9	Mollisols
KA2F.C.19.674689	-88.230357	41.841118	GAZ:United States of America	9	Mollisols
KA1F.B.16.674471	-88.230357	41.841508	GAZ:United States of America	9	Mollisols
UPSub.77.78.646866	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA1U.E.05.674052	-88.230357	41.84151	GAZ:United States of America	9	Mollisols
KA1F.C.14.674316	-88.230357	41.841514	GAZ:United States of America	9	Mollisols
UPMain.40.41A.646631	-71.37761	42.06	GAZ:United States of America	10	Alfisols
UPMain.79.80.646758	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA1U.D.06.674420	-88.230357	41.841527	GAZ:United States of America	9	Mollisols
KA3U.C.10.674518	-88.230357	41.840715	GAZ:United States of America	9	Mollisols
UPMain.102.103A.646719	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA3F.A.06.674500	-88.230357	41.840732	GAZ:United States of America	9	Mollisols
TVF.2010.Loc5.D10.Rep3.414492	-145.69	64.33	GAZ:United States of America	0	Sand,Rock,Ice
KA3F.B.05.674686	-88.230357	41.840725	GAZ:United States of America	9	Mollisols
KA1U.A.12.674491	-88.230357	41.841522	GAZ:United States of America	9	Mollisols
SKB9.640200	-117.241111	33.193611	GAZ:United States of America	10	Alfisols
Soil.BE.PolygonB.Medium.Center.7.28.2012.733928	-156.766389	71.295556	GAZ:United States of America	1	Gelisols
A1.low.06to0.1.647018	-156.41705	71.246483	GAZ:United States of America	1	Gelisols
TVF.2004.Loc3.D10.Rep4.414463	-145.64	64.35	GAZ:United States of America	11	Inceptisols
KA2F.A.19.674254	-88.230357	41.841116	GAZ:United States of America	9	Mollisols
TVF.2004.Loc4.D0.Rep5.414444	-145.64	64.35	GAZ:United States of America	11	Inceptisols
TVF.2004.Loc2.D10.Rep5.414503	-145.64	64.35	GAZ:United States of America	11	Inceptisols
KA2F.A.07.674341	-88.230357	41.841116	GAZ:United States of America	9	Mollisols
KA3U.A.15.674193	-88.230357	41.840733	GAZ:United States of America	9	Mollisols
KA1F.B.14.674612	-88.230357	41.841508	GAZ:United States of America	9	Mollisols
Soil.BE.PolygonB.Medium.Rim.08.11.2012.733904	-156.766389	71.295556	GAZ:United States of America	1	Gelisols
KA3U.D.07.674126	-88.230357	41.840726	GAZ:United States of America	9	Mollisols
KA3U.A.06.674026	-88.230357	41.840733	GAZ:United States of America	9	Mollisols
TVF.2010.Loc1.D0.Rep5.414516	-145.69	64.33	GAZ:United States of America	0	Sand,Rock,Ice
KA1F.D.05.674325	-88.230357	41.841521	GAZ:United States of America	9	Mollisols
M.4.30.660576	-155.764218	20.123285	GAZ:United States of America	4	Andisols
KA3F.A.25.674137	-88.230357	41.840732	GAZ:United States of America	9	Mollisols
KA1U.D.16.674255	-88.230357	41.841527	GAZ:United States of America	9	Mollisols
KA3U.B.23.674100	-88.230357	41.840719	GAZ:United States of America	9	Mollisols
KA1U.B.05.674279	-88.230357	41.841519	GAZ:United States of America	9	Mollisols
KH35.488280	-97.3895	31.0783	GAZ:United States of America	6	Vertisols
WF.4.15.660554	-155.726841	20.109386	GAZ:United States of America	4	Andisols
UPMain.4.5.646913	-71.37761	42.06	GAZ:United States of America	10	Alfisols
UPMain.20.21.646753	-71.37761	42.06	GAZ:United States of America	10	Alfisols
TVF.2010.Loc4.D10.Rep2.414412	-145.69	64.33	GAZ:United States of America	0	Sand,Rock,Ice
UPMain.100.101A.646820	-71.37761	42.06	GAZ:United States of America	10	Alfisols
H.2.15.660530	-155.782721	20.108034	GAZ:United States of America	4	Andisols
TVF.Control.Loc5.D0.Rep3.414423	-145.8	64.33	GAZ:United States of America	11	Inceptisols
TVF.2004.Loc3.D0.Rep5.414427	-145.64	64.35	GAZ:United States of America	11	Inceptisols
UPMain.16.17A.646640	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA2U.C.02.674274	-88.230357	41.841121	GAZ:United States of America	9	Mollisols
KA1U.C.08.674548	-88.230357	41.841526	GAZ:United States of America	9	Mollisols
UPMain.52.53.646874	-71.37761	42.06	GAZ:United States of America	10	Alfisols
UPMain.0.1.646830	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA1F.D.14.674618	-88.230357	41.841521	GAZ:United States of America	9	Mollisols
TVF.2004.Loc2.D0.Rep3.414428	-145.64	64.35	GAZ:United States of America	11	Inceptisols
UPMain.12.13A.646939	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA3U.E.18.674616	-88.230357	41.840717	GAZ:United States of America	9	Mollisols
Start.Hopland.20C.T0.04.590964	-123.07	38.99	GAZ:United States of America	9	Mollisols
KA2F.B.06.674239	-88.230357	41.841124	GAZ:United States of America	9	Mollisols
KA2F.B.02.674055	-88.230357	41.841124	GAZ:United States of America	9	Mollisols
UPSub.37.38.646825	-71.37761	42.06	GAZ:United States of America	10	Alfisols
UPMain.96.97.646626	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA3F.D.09.674399	-88.230357	41.84073	GAZ:United States of America	9	Mollisols
KA2U.D.20.674641	-88.230357	41.841123	GAZ:United States of America	9	Mollisols
KA3F.E.19.674580	-88.230357	41.840733	GAZ:United States of America	9	Mollisols
KA3U.E.03.674523	-88.230357	41.840717	GAZ:United States of America	9	Mollisols
KA1F.D.19.674194	-88.230357	41.841521	GAZ:United States of America	9	Mollisols
Biofilm.A.E1.2.W.2012.733937	-156.766389	71.295556	GAZ:United States of America	1	Gelisols
O1.low.06to0.1.647022	-156.388717	71.246483	GAZ:United States of America	1	Gelisols
UPMain.89.90.646784	-71.37761	42.06	GAZ:United States of America	10	Alfisols
O1.high.06to0.1.647006	-156.388733	71.2466	GAZ:United States of America	1	Gelisols
UPSub.11.12.646955	-71.37761	42.06	GAZ:United States of America	10	Alfisols
WF.4.ORG.660561	-155.726841	20.109386	GAZ:United States of America	4	Andisols
SKB3.640195	-117.241111	33.193611	GAZ:United States of America	10	Alfisols
UPMain.57.58.646862	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA2F.C.09.674598	-88.230357	41.841118	GAZ:United States of America	9	Mollisols
UPMain.38.39B.646672	-71.37761	42.06	GAZ:United States of America	10	Alfisols
Hopland.20C.BC.TP1.02.590973	-123.07	38.99	GAZ:United States of America	9	Mollisols
G.1.15.660580	-155.786954	20.104717	GAZ:United States of America	4	Andisols
UPSub.60.61.646730	-71.37761	42.06	GAZ:United States of America	10	Alfisols
TVF.2004.Loc3.D10.Rep1.414518	-145.64	64.35	GAZ:United States of America	11	Inceptisols
KA1F.E.06.674509	-88.230357	41.841518	GAZ:United States of America	9	Mollisols
UPMain.48.49.646737	-71.37761	42.06	GAZ:United States of America	10	Alfisols
DP.101.102A.2.646776	-72.7	42.17566	GAZ:United States of America	10	Alfisols
UPSub.261.262B.646945	-71.37761	42.06	GAZ:United States of America	10	Alfisols
H.3.30.660555	-155.782721	20.108034	GAZ:United States of America	4	Andisols
KA3F.C.25.674590	-88.230357	41.840718	GAZ:United States of America	9	Mollisols
KH61.488323	-97.3895	31.0783	GAZ:United States of America	6	Vertisols
UPMain.135.136.646639	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA1F.E.17.674383	-88.230357	41.841518	GAZ:United States of America	9	Mollisols
KA2F.C.24.674477	-88.230357	41.841118	GAZ:United States of America	9	Mollisols
O3.high.16to0.2.647010	-156.538967	71.253317	GAZ:United States of America	1	Gelisols
UPMain.19.20A.646748	-71.37761	42.06	GAZ:United States of America	10	Alfisols
UPMain.35.36B.646720	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA3F.A.19.674173	-88.230357	41.840732	GAZ:United States of America	9	Mollisols
KA2F.A.24.674597	-88.230357	41.841116	GAZ:United States of America	9	Mollisols
A.C.0.2.414767	-157.75	64.49	GAZ:United States of America	11	Inceptisols
KA2F.A.20.674153	-88.230357	41.841116	GAZ:United States of America	9	Mollisols
C.4.0.660478	-155.84473	20.091661	GAZ:United States of America	4	Andisols
SKM9.640192	-117.241111	33.193611	GAZ:United States of America	10	Alfisols
DP.11.12B.646705	-72.7	42.17566	GAZ:United States of America	10	Alfisols
TVF.2010.Loc4.D10.Rep4.414467	-145.69	64.33	GAZ:United States of America	0	Sand,Rock,Ice
UPSub.26.27.646687	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA3F.E.15.674229	-88.230357	41.840733	GAZ:United States of America	9	Mollisols
KA2F.D.03.674056	-88.230357	41.84112	GAZ:United States of America	9	Mollisols
KA3F.D.15.674318	-88.230357	41.84073	GAZ:United States of America	9	Mollisols
DP.11.12A.1.646854	-72.7	42.17566	GAZ:United States of America	10	Alfisols
KA1U.A.01.674207	-88.230357	41.841522	GAZ:United States of America	9	Mollisols
I.4.0.660526	-155.776113	20.109438	GAZ:United States of America	4	Andisols
KA1U.A.06.674107	-88.230357	41.841522	GAZ:United States of America	9	Mollisols
F.4.15.660537	-155.792785	20.099442	GAZ:United States of America	4	Andisols
TVF.Control.Loc4.D10.Rep1.414436	-145.8	64.33	GAZ:United States of America	11	Inceptisols
UPMain.27.28.646783	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA1U.E.16.674211	-88.230357	41.84151	GAZ:United States of America	9	Mollisols
UPMain.105.106B.646646	-71.37761	42.06	GAZ:United States of America	10	Alfisols
TVF.2010.Loc3.D0.Rep5.414515	-145.69	64.33	GAZ:United States of America	0	Sand,Rock,Ice
E.3.0.660573	-155.805003	20.098048	GAZ:United States of America	4	Andisols
Hopland.20C.BC.TP1.03.590980	-123.07	38.99	GAZ:United States of America	9	Mollisols
KA3F.A.07.674588	-88.230357	41.840732	GAZ:United States of America	9	Mollisols
DP.5.6B.646781	-72.7	42.17566	GAZ:United States of America	10	Alfisols
G.2.0.660552	-155.786954	20.104717	GAZ:United States of America	4	Andisols
KA3F.D.13.674064	-88.230357	41.84073	GAZ:United States of America	9	Mollisols
KA2U.A.23.674421	-88.230357	41.841111	GAZ:United States of America	9	Mollisols
KA1U.C.16.674685	-88.230357	41.841526	GAZ:United States of America	9	Mollisols
J.1.15.660494	-155.769747	20.108446	GAZ:United States of America	4	Andisols
KA2U.C.25.674320	-88.230357	41.841121	GAZ:United States of America	9	Mollisols
KA1F.B.13.674510	-88.230357	41.841508	GAZ:United States of America	9	Mollisols
WF.1.15.660595	-155.726841	20.109386	GAZ:United States of America	4	Andisols
KA1U.B.22.674655	-88.230357	41.841519	GAZ:United States of America	9	Mollisols
KA3F.C.24.674083	-88.230357	41.840718	GAZ:United States of America	9	Mollisols
KA2U.C.16.674016	-88.230357	41.841121	GAZ:United States of America	9	Mollisols
UPSub.14.15.646916	-71.37761	42.06	GAZ:United States of America	10	Alfisols
M.1.0.660562	-155.764218	20.123285	GAZ:United States of America	4	Andisols
Soil.BE.PolygonA.Shallow.Rim.7.15.2012.733898	-156.766389	71.295556	GAZ:United States of America	1	Gelisols
KH22.488268	-97.3895	31.0783	GAZ:United States of America	6	Vertisols
UPSub.91.92.646901	-71.37761	42.06	GAZ:United States of America	10	Alfisols
UPSub.105.106.646637	-71.37761	42.06	GAZ:United States of America	10	Alfisols
UPMain.93.94.646914	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA3F.D.22.674442	-88.230357	41.84073	GAZ:United States of America	9	Mollisols
TVF.Control.Loc1.D10.Rep2.414520	-145.8	64.33	GAZ:United States of America	11	Inceptisols
UPMain.18.19A.646810	-71.37761	42.06	GAZ:United States of America	10	Alfisols
TVF.2010.Loc5.D0.Rep3.414404	-145.69	64.33	GAZ:United States of America	0	Sand,Rock,Ice
KA1F.C.22.674105	-88.230357	41.841514	GAZ:United States of America	9	Mollisols
KA3U.E.19.674210	-88.230357	41.840717	GAZ:United States of America	9	Mollisols
TVF.Control.Loc4.D0.Rep4.414455	-145.8	64.33	GAZ:United States of America	11	Inceptisols
PP.5.6A.646926	-71.3412	42.30844	GAZ:United States of America	10	Alfisols
KA1F.E.20.674605	-88.230357	41.841518	GAZ:United States of America	9	Mollisols
TVF.2004.Loc2.D0.Rep1.414471	-145.64	64.35	GAZ:United States of America	11	Inceptisols
I.2.15.660505	-155.776113	20.109438	GAZ:United States of America	4	Andisols
KA2U.E.01.674307	-88.230357	41.841126	GAZ:United States of America	9	Mollisols
Hopland.14C.BC.TP1.01.591003	-123.07	38.99	GAZ:United States of America	9	Mollisols
SKM2.640199	-117.241111	33.193611	GAZ:United States of America	10	Alfisols
UPSub.0.1.646930	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA2U.E.19.674508	-88.230357	41.841126	GAZ:United States of America	9	Mollisols
KH56.488294	-97.3895	31.0783	GAZ:United States of America	6	Vertisols
I.1.30.660485	-155.776113	20.109438	GAZ:United States of America	4	Andisols
UPSub.107.108.646662	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA3U.A.16.674237	-88.230357	41.840733	GAZ:United States of America	9	Mollisols
KA1F.C.23.674033	-88.230357	41.841514	GAZ:United States of America	9	Mollisols
KA3U.C.21.674370	-88.230357	41.840715	GAZ:United States of America	9	Mollisols
KA2U.A.05.674032	-88.230357	41.841111	GAZ:United States of America	9	Mollisols
KA3U.D.03.674222	-88.230357	41.840726	GAZ:United States of America	9	Mollisols
PP.5.6B.646726	-71.3412	42.30844	GAZ:United States of America	10	Alfisols
Biofilm.A.E2.1.W.2012.733914	-156.766389	71.295556	GAZ:United States of America	1	Gelisols
KA1U.E.08.674235	-88.230357	41.84151	GAZ:United States of America	9	Mollisols
UPMain.41.42B.646699	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA3F.E.05.674260	-88.230357	41.840733	GAZ:United States of America	9	Mollisols
DP.15.16A.1.646839	-72.7	42.17566	GAZ:United States of America	10	Alfisols
SKB6.640176	-117.241111	33.193611	GAZ:United States of America	10	Alfisols
KA3F.B.22.674224	-88.230357	41.840725	GAZ:United States of America	9	Mollisols
KA3U.C.12.674290	-88.230357	41.840715	GAZ:United States of America	9	Mollisols
KA1F.A.18.674249	-88.230357	41.841521	GAZ:United States of America	9	Mollisols
PP.21.22A.646653	-71.3412	42.30844	GAZ:United States of America	10	Alfisols
Biofilm.C.E2.2.C.2012.733934	-156.766389	71.295556	GAZ:United States of America	1	Gelisols
UPMain.68.69.646765	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA3U.D.02.674278	-88.230357	41.840726	GAZ:United States of America	9	Mollisols
TVF.Control.Loc1.D0.Rep4.414430	-145.8	64.33	GAZ:United States of America	11	Inceptisols
SKD7.640191	-117.241111	33.193611	GAZ:United States of America	10	Alfisols
P.C.0.1.414806	-157.75	64.49	GAZ:United States of America	11	Inceptisols
UPMain.49.50.646644	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KH65.488325	-97.3895	31.0783	GAZ:United States of America	6	Vertisols
UPMain.106.107B.646835	-71.37761	42.06	GAZ:United States of America	10	Alfisols
Biofilm.B.DC.2.W.2012.733867	-156.766389	71.295556	GAZ:United States of America	1	Gelisols
FL.3.14a.414607	-81.99058	29.690171	GAZ:United States of America	8	Ultisols
Soil.BE.PolygonA.Shallow.Center.7.28.2012.733911	-156.766389	71.295556	GAZ:United States of America	1	Gelisols
KA2F.A.23.674636	-88.230357	41.841116	GAZ:United States of America	9	Mollisols
KA3U.B.14.674060	-88.230357	41.840719	GAZ:United States of America	9	Mollisols
KA2U.A.19.674004	-88.230357	41.841111	GAZ:United States of America	9	Mollisols
KH16.488295	-97.3895	31.0783	GAZ:United States of America	6	Vertisols
UPMain.32.33B.646663	-71.37761	42.06	GAZ:United States of America	10	Alfisols
Hopland.14C.Control.TP1.03.590991	-123.07	38.99	GAZ:United States of America	9	Mollisols
KA3F.C.08.674014	-88.230357	41.840718	GAZ:United States of America	9	Mollisols
UPMain.2.3.646668	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA2U.E.06.674457	-88.230357	41.841126	GAZ:United States of America	9	Mollisols
UPSub.48.49.646740	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA1F.E.22.674531	-88.230357	41.841518	GAZ:United States of America	9	Mollisols
MW.2.30.660510	-155.772085	20.122801	GAZ:United States of America	4	Andisols
KA3F.D.06.674702	-88.230357	41.84073	GAZ:United States of America	9	Mollisols
KA3F.C.23.674489	-88.230357	41.840718	GAZ:United States of America	9	Mollisols
KA2U.D.19.674165	-88.230357	41.841123	GAZ:United States of America	9	Mollisols
DP.41.42A.1.646949	-72.7	42.17566	GAZ:United States of America	10	Alfisols
MW.2.0.660482	-155.772085	20.122801	GAZ:United States of America	4	Andisols
Biofilm.C.E1.2.C.2012.733863	-156.766389	71.295556	GAZ:United States of America	1	Gelisols
TVF.Control.Loc5.D10.Rep5.414415	-145.8	64.33	GAZ:United States of America	11	Inceptisols
UPMain.130.131.646918	-71.37761	42.06	GAZ:United States of America	10	Alfisols
UPMain.97.98.646772	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA2U.C.21.674591	-88.230357	41.841121	GAZ:United States of America	9	Mollisols
KA1F.C.09.674097	-88.230357	41.841514	GAZ:United States of America	9	Mollisols
UPSub.103.104.646894	-71.37761	42.06	GAZ:United States of America	10	Alfisols
UPSub.191.192.646867	-71.37761	42.06	GAZ:United States of America	10	Alfisols
TVF.2004.Loc4.D10.Rep2.414460	-145.64	64.35	GAZ:United States of America	11	Inceptisols
KA1U.B.19.674445	-88.230357	41.841519	GAZ:United States of America	9	Mollisols
UPMain.56.57.646789	-71.37761	42.06	GAZ:United States of America	10	Alfisols
TVF.Control.Loc1.D0.Rep3.414489	-145.8	64.33	GAZ:United States of America	11	Inceptisols
KA1U.A.05.674101	-88.230357	41.841522	GAZ:United States of America	9	Mollisols
KA2F.D.18.674553	-88.230357	41.84112	GAZ:United States of America	9	Mollisols
UPMain.123.124A.646961	-71.37761	42.06	GAZ:United States of America	10	Alfisols
UPSub.47.48.646768	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA2U.C.06.674592	-88.230357	41.841121	GAZ:United States of America	9	Mollisols
UPSub.12.13.646645	-71.37761	42.06	GAZ:United States of America	10	Alfisols
UPSub.50.51.646858	-71.37761	42.06	GAZ:United States of America	10	Alfisols
TVF.Control.Loc3.D0.Rep2.414400	-145.8	64.33	GAZ:United States of America	11	Inceptisols
TVF.2004.Loc1.D0.Rep4.414512	-145.64	64.35	GAZ:United States of America	11	Inceptisols
TVF.2010.Loc2.D10.Rep5.414395	-145.69	64.33	GAZ:United States of America	0	Sand,Rock,Ice
A2.low.06to0.1.647025	-156.51275	71.215467	GAZ:United States of America	1	Gelisols
KH48.488300	-97.3895	31.0783	GAZ:United States of America	6	Vertisols
I.3.15.660529	-155.776113	20.109438	GAZ:United States of America	4	Andisols
KA2F.D.13.674579	-88.230357	41.84112	GAZ:United States of America	9	Mollisols
Soil.BE.PolygonC.Medium.Center.7.15.2012.733940	-156.766389	71.295556	GAZ:United States of America	1	Gelisols
SKD3.640198	-117.241111	33.193611	GAZ:United States of America	10	Alfisols
KA1U.C.20.674392	-88.230357	41.841526	GAZ:United States of America	9	Mollisols
A.C.0.1.414795	-157.75	64.49	GAZ:United States of America	11	Inceptisols
WF.1.ORG.660557	-155.726841	20.109386	GAZ:United States of America	4	Andisols
KA1U.C.04.674191	-88.230357	41.841526	GAZ:United States of America	9	Mollisols
UPMain.38.39A.646964	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KH38.488313	-97.3895	31.0783	GAZ:United States of America	6	Vertisols
PP.71.72B.646836	-71.3412	42.30844	GAZ:United States of America	10	Alfisols
KA1U.A.14.674020	-88.230357	41.841522	GAZ:United States of America	9	Mollisols
KA1U.A.03.674444	-88.230357	41.841522	GAZ:United States of America	9	Mollisols
UPMain.91.92.646716	-71.37761	42.06	GAZ:United States of America	10	Alfisols
WF.5.30.660495	-155.726841	20.109386	GAZ:United States of America	4	Andisols
KA2U.A.07.674065	-88.230357	41.841111	GAZ:United States of America	9	Mollisols
KA3U.D.10.674183	-88.230357	41.840726	GAZ:United States of America	9	Mollisols
KA3F.C.11.674647	-88.230357	41.840718	GAZ:United States of America	9	Mollisols
WM.1.0.660507	-155.773634	20.12228	GAZ:United States of America	4	Andisols
KA1U.D.07.674096	-88.230357	41.841527	GAZ:United States of America	9	Mollisols
SKB2.640194	-117.241111	33.193611	GAZ:United States of America	10	Alfisols
UPMain.101.102B.646935	-71.37761	42.06	GAZ:United States of America	10	Alfisols
FL.3.16a.414618	-81.991352	29.690833	GAZ:United States of America	8	Ultisols
UPSub.65.66.646779	-71.37761	42.06	GAZ:United States of America	10	Alfisols
UPMain.103.104B.646859	-71.37761	42.06	GAZ:United States of America	10	Alfisols
TVF.2004.Loc3.D0.Rep3.414506	-145.64	64.35	GAZ:United States of America	11	Inceptisols
KA3U.A.05.674549	-88.230357	41.840733	GAZ:United States of America	9	Mollisols
J.3.30.660486	-155.769747	20.108446	GAZ:United States of America	4	Andisols
KA2F.E.11.674552	-88.230357	41.841125	GAZ:United States of America	9	Mollisols
KA1F.B.21.674270	-88.230357	41.841508	GAZ:United States of America	9	Mollisols
UPSub.221.222A.646845	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA1F.C.17.674389	-88.230357	41.841514	GAZ:United States of America	9	Mollisols
KH46.488269	-97.3895	31.0783	GAZ:United States of America	6	Vertisols
TVF.2004.Loc2.D0.Rep4.414472	-145.64	64.35	GAZ:United States of America	11	Inceptisols
Soil.A54.Deep.2011.733854	-156.766389	71.295556	GAZ:United States of America	1	Gelisols
DP.51.52B.646897	-72.7	42.17566	GAZ:United States of America	10	Alfisols
KA2U.D.21.674451	-88.230357	41.841123	GAZ:United States of America	9	Mollisols
HI.20.15a.414614	-155.286372	19.93136	GAZ:United States of America	4	Andisols
KA3U.D.17.674435	-88.230357	41.840726	GAZ:United States of America	9	Mollisols
UPSub.271.272B.646745	-71.37761	42.06	GAZ:United States of America	10	Alfisols
TVF.Control.Loc3.D0.Rep1.414390	-145.8	64.33	GAZ:United States of America	11	Inceptisols
KA2F.B.10.674661	-88.230357	41.841124	GAZ:United States of America	9	Mollisols
UPMain.41.42A.646902	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KH18.488275	-97.3895	31.0783	GAZ:United States of America	6	Vertisols
KA3U.E.01.674053	-88.230357	41.840717	GAZ:United States of America	9	Mollisols
KA2F.B.24.674465	-88.230357	41.841124	GAZ:United States of America	9	Mollisols
UPSub.39.40.646819	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KH59.488283	-97.3895	31.0783	GAZ:United States of America	6	Vertisols
TVF.Control.Loc4.D10.Rep5.414411	-145.8	64.33	GAZ:United States of America	11	Inceptisols
J.3.0.660550	-155.769747	20.108446	GAZ:United States of America	4	Andisols
KA2U.E.25.674180	-88.230357	41.841126	GAZ:United States of America	9	Mollisols
KA2U.B.01.674176	-88.230357	41.841114	GAZ:United States of America	9	Mollisols
KA2F.C.17.674304	-88.230357	41.841118	GAZ:United States of America	9	Mollisols
KA3U.D.09.674355	-88.230357	41.840726	GAZ:United States of America	9	Mollisols
KA1U.D.14.674450	-88.230357	41.841527	GAZ:United States of America	9	Mollisols
KA3U.A.04.674158	-88.230357	41.840733	GAZ:United States of America	9	Mollisols
TVF.2010.Loc3.D0.Rep1.414459	-145.69	64.33	GAZ:United States of America	0	Sand,Rock,Ice
TVF.2004.Loc4.D10.Rep4.414454	-145.64	64.35	GAZ:United States of America	11	Inceptisols
SKM1.640183	-117.241111	33.193611	GAZ:United States of America	10	Alfisols
As.low.06to0.1.647012	-156.587	71.248	GAZ:United States of America	1	Gelisols
TVF.Control.Loc2.D0.Rep3.414407	-145.8	64.33	GAZ:United States of America	11	Inceptisols
UPMain.37.38A.646973	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA2F.A.18.674139	-88.230357	41.841116	GAZ:United States of America	9	Mollisols
AK.19.12a.414616	-147.500938	65.154324	GAZ:United States of America	11	Inceptisols
UPMain.36.37A.646778	-71.37761	42.06	GAZ:United States of America	10	Alfisols
KA3U.B.24.674611	-88.230357	41.840719	GAZ:United States of America	9	Mollisols
SKD6.640190	-117.241111	33.193611	GAZ:United States of America	10	Alfisols
KA3U.D.01.674479	-88.230357	41.840726	GAZ:United States of America	9	Mollisols
SKM8.640201	-117.241111	33.193611	GAZ:United States of America	10	Alfisols
TVF.Control.Loc4.D0.Rep3.414465	-145.8	64.33	GAZ:United States of America	11	Inceptisols
CL3.3.378600	-80.76578	33.673864	GAZ:United States of America	8	Ultisols
KA1U.C.07.674294	-88.230357	41.841526	GAZ:United States of America	9	Mollisols
KA2U.E.23.674461	-88.230357	41.841126	GAZ:United States of America	9	Mollisols
